Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I need to use nitrofurantoin at least once a year due to bladder infection. I was used to take Bactrim and the stomach side effects were much worse. This is a life saver, and puts me together. I had a bladder infection crisis last night, and I&#039;m at work now, pretty all right.""",Negative,10,13
urinary tract infection,Amoxicillin / clavulanate,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was prescribed amoxicillin clavulanate for a urinary tract infection and I had very mild side effects. I had a slight headache for the first few days but after that I felt fine. I would definitely take this medicine again.""",Positive,9,46
urinary tract infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Have had good results but I now find it hard to get.""",Positive,9,9
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;m on day 7. It&#039;s the third antibiotic I&#039;ve taken in 2 months. I pray it worked. I wanted to tell people to take good PROBIOTICS and it will keep the itching away. I take keffir It&#039;s like a probiotic yogurt smoothie w billions of good bacteria per serving in the yogurt section. I&#039;ve also used Pill form probiotics """,Positive,9,8
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I became very ill and had to go to a hospital.""",Negative,1,11
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I had a urinary tract infection so bad that when I pee it smells but when I started taking ciprofloxacin it worked it&#039;s a good medicine for a urinary tract infections.""",Positive,10,62
urinary tract infection,Bactrim DS,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""It didn&#039;t work it gave me a cold and headaches and severe cough and a yeast infection, it&#039;s day 7 of 10 and I have NO RELEIF. I do not recommend this. Maybe it just doesn&#039;t work for me I don&#039;t know. I don&#039;t think I&#039;d ever use it again.""",Negative,1,9
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was prescribed MacroBID after previous three antibiotic courses failed (1st Cipro made me violently ill, 2nd and 3rd were amazing drug Selexid with zero side effects and almost immediately relieved symptoms, however both times UTI returned after a week). Delayed starting the pills due to travelling and not wanting any of the awful side effects I&#039;d read about this drug but my doc warned me of the infection spreading to kidneys so I risked it. I made sure I took a snack and some milk 10min before and swallowed with plenty of water and honestly no side effects, 5 days in only noticed runny nose but nothing else. UTI cleared up within a day too so I would highly recommend trying this, and not worry too much about the negative feedback""",Negative,10,10
urinary tract infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I LOVE THIS MEDICINE. I have chronic end stage Interstitial Cystitis. I&#039;ve had it bad for 24 years and NOTHING worked but the URIBEL. I have taken Urelle and Utira-C and none of them worked. But this one takes away my bladder pressure &amp; pain. I can immediately tell when it wears off. I am taking every 6 hours (4 times per day). I have Medicare and it doesn&#039;t cover it, but the relief from pain is well worth it.""",Negative,10,104
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I just recently experienced my first urinary tract infection. I was on Cipro for 3 days and I thought it cleared up. But symptoms got worse within a couple days after I had stopped the Cipro. I was then prescribed sulfa... After 45 minutes within taking this pill I got terrible cramps, to the point where I couldn&#039;t even sit in a certain position or drive myself home. The second time, same thing. I have yet to take my third dose, but I&#039;m honestly scared and annoyed that I&#039;m probably going to have to go through the cramping again. Although, I must admit, after the first pill I feel my UTI is gone, but just to be safe I&#039;m going to take it for one more day. I didn&#039;t throw up or anything, I did experience nausea but I made mint tea and that calmed my stomach.""",Negative,8,6
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was given this medicine for the 2nd time yesterday. I have had it before no issues but this time not the case. I took my first dose at night and this morning my feet and hands are burning and itchy. I keep rubbing the bottom of my feet under my desk to see if it will stop. I am dizzy, headache and my pain is actually worse. I get UTIs all the time and usually use other meds but the CVS Minute clinic gives this one for some reason. I will NOT be taking anymore and will be going back to get a different medicine.""",Negative,1,11
urinary tract infection,Trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was taking 200mg over 3 days. On the second day I got horrendous neck ache, ear ache and a sore throat. I stopped taking it but the symptoms carried on. I&#039;m going back to the doctors today for something else.""",Negative,1,5
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Works well for me but also gave me yeast infections.""",Positive,9,38
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Took this for a bladder and kidney infection for 7 days, cleared up my infection and offered instant relief after 1 day. I am normally prone to gastro problems with antibiotics but didn&#039;t have any problems with thus one. The only side effect was it affected my sleep, after a few hours I&#039;d wake up and couldn&#039;t get back to sleep every night while taking it. Also had anxiety dreams which I don&#039;t normally have.""",Negative,8,12
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Bright yellow urine, always tired, on and off nausea and just constant feeling rubbish.. 4 days to go...""",Positive,4,7
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I found out I had a UTI a week after I had my annual physical examination. I did not get my prescription until a week later so I would assume I had the UTI for two weeks to a month. Doc prescribed me to take two 500mg daily. The side affects suck. Night one I did not sleep. I took a 3 hour nap and was up for 16 hours. Day two&#039;s morning dose had me nauseous. I just took my night dose so hopefully the side effects won&#039;t be bad. My UTI symptoms went away within my first dosage (slight pressure, cloudy urine, sensitivity)""",Negative,7,33
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I took this drug had blinding headache pain behind my muscles so week I could hardly move but the worst thing was pain in my chest and difficult  breathing rang doctor  said u may  have flu saw him next day after stopping  tacking itstill should no concern at all  just seen another doctor said she was not not not aware of such side effects told her to go on this  site I don&#039;t know how anyone with concern for there patients can prescribe this drug without  warning them first do not take if u have bad chest. at all""",Negative,1,3
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was on 3 different antibiotics none helped to rid the UTI. I was then given bactrim, my second dose I felt so bad I felt like going to the ER. My head hurt day and night, I was nauseous just couldn&rsquo;t function. I called the doctor, he told me to continue taking it, it is a strong medication. He said if I couldn&rsquo;t take the pills he would have to give it with an IV antibiotics. I am being told I have this UTI and it is so bad that&rsquo;s what I have to take. I have no symptoms of a UTI.""",Negative,1,2
